drug_id,toxicity,indication_text
DB09340,"LD50 i.v. in mice: 720 mg/kg [L1605].

Since the introduction of iopanoic acid (Telepaque) in 1951, widespread clinical application has demonstrated that this medium represents an ideal cholecystographic agent.1 Iopanoic acid [β-(3-amino-2, 4, 6-triiodophenyl)-α-ethylpropionic acid] contains 66.68% iodine.  Maximum concentration in the gallbladder occurs at from 10 to 12 hours. Iopanoic acid is excreted primarily through the intestinal tract. Its elimination is rapid and complete within 48 hours. Toxic reactions to this agent are rare, and side-effects rarely occur [L1608].

Although the foregoing oral cholecystographic agents are relatively non-toxic substances, adverse reactions such as minor gastrointestinal disturbances or allergic reactions are occasionally observed. Therefore, it is highly desirable, in order to minimize the occurrence of these undesirable side-effects, to use as low a dose as possible and maintain the blood plasma iodine concentration at the lowest possible level without sacrificing adequate imaging of the gallbladder [L1610].

A study was done on this agent in basic form and slow-release form [L1610]. The acute oral toxicity in mice of the basic formulation was determined, and a 7-day LD50 value of 5042 (3623-6596) mg/kg in terms of sodium tyropanoate was obtained. This compared to a Ld50 value of 3158 (1302-3900) for commercial sodium tyropanoate capsule mix (uncoated). The sustained release preparation was thus statistically significantly less toxic than the immediate-release material [L1610].",For use in cholecystography (X-ray diagnosis/imaging of gallstones).
DB09341,"Oral LD50 value in rats is 25800mg/kg. The administration of glucose infusions can cause fluid and/or solute overloading resulting in dilution of the serum electrolyte concentrations, over-hydration, congested states, or pulmonary oedema. Hypersensitivity reactions may also occur including anaphylactic/anaphylactoid reactions from oral tablets and intravenous infusions. ","Glucose pharmaceutical formulations (oral tablets, injections) are indicated for caloric supply and carbohydrate supplementation in case of nutrient deprivation. It is also used in metabolic disorders such as hypoglycemia."
DB09342,"The toxicity of this medication (7-8 times higher than that of procaine), has prevented this medication from being used on its own [L1592].  

Ester-type local anesthetics are much more likely to cause an allergic reaction compared to the amide-group local anesthetics because of the formation of PABA (Para-aminobenzoic acid) during the metabolic process.  PABA may cause allergic reactions that range from urticaria to anaphylaxis.  PABA is also formed during the metabolism of methylparaben (a common preservative) that is normally found in multi-dose vials including lidocaine (MDV) (amide-type local anesthetic) [L1592, L1593].","Propoxycaine is a local anesthetic medication.  It was used beginning in the 1950s during dental procedures [L1591].  It has been combined with procaine to accelerate its onset of action and provide longer-lasting anesthetic effect [L1592].

It was produced for use when amide local anesthetics were contraindicated due to allergy or when several amide anesthetics were unsuccessful [L1592]."
DB09343,"TAS-102 is a cytotoxic drug, therefore this combination drug can cause myelosupression, including neutropenia, anemia, thrombocytopenia, and febrile neutropenia. According to pre-clinical studies, TAS-102 presents also embryo-fetal toxicity.[A31254]","Tipiracil is also available as a combination product with [Trifluridine], which is indicated either alone or in combination with [bevacizumab] for the treatment of adult patients with metastatic colorectal cancer who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF biological therapy, and if RAS wild-type, an anti-EGFR therapy.[L47676] This combination product is also used for adult patients with metastatic gastric or gastroesophageal junction adenocarcinoma and were previously treated with at least two prior lines of chemotherapy that included a fluoropyrimidine, a platinum, either a taxane or irinotecan and if appropriate, HER2/neu-targeted therapy.[L47676]"
DB09344,"Invert sugar is a generally accepted safe substance and it does not present toxic effects. Do not administer invert sugar in patients with the rare hereditary problems of fructose intolerance, glucose-galactose malabsorption or sucrose-isomaltase insufficiency. It is also recommended to take precautions in patients that present diabetes mellitus.[L1691]","Invert sugar presents a large variety of uses. It can be used therapeutically for parenteral hyperalimentation[T127] or to be used as an excipient with a known effect.[L1691] Invert sugar is also approved for its use in food products as a humectant, crystallization modifier, and liquid and nutritive sweetener.[T128]"
DB09345,"LD50 Mouse ip 300 mg/kg, LD50 Mouse sc 750 mg/kg","It is indicated for  temporary relief of pain and pruritus from minor lip and skin irritations as well as for temporary relief from pain, burning, itching and discomfort associated with hemorrhoids and other anorectal/anogenital disorders. "
DB09346,,For use as a contrast medium [L1597].
DB09347,"In preclinical studies performed in rodents, the LD50 after oral or intravenous administration was 2 g/kg and 8 g/kg respectively.[L1705]",Acetrizoic acid indication was to be used as a contrast agent for X-ray. Some information indicates its nephrotropic property as one of the characteristics for the utilization of acetrizoic acid.[A32135] The X-ray imaging depends on the difference in tissue density which is provided by an X-ray attenuation between the area of interest and the surrounding tissue. The use of contrast agents will provoke a contrast enhancement or opacification and it will improve the differentiation of pathological processes from normal tissue.[T125]
DB09348,"Based on experimental trials, it has been determined that propiolactone is a human carcinogen. The results have shown the generation of tumors in several tissues and from different administration routes.[A32144]","Propiolactone was used for vaccines, tissue grafts, surgical instruments, and enzymes, as a sterilant of blood plasma, water, milk and nutrient broth as a vapor-phase disinfectant in enclosed spaces. Its sporicidal action is used against vegetative bacteria, pathologic fungi, and viruses.[L1717] It is no longer used in medical procedures or in food.[A32144]"
DB09349,,"Intrinsic factor is not currently available in any FDA or Health Canada approved products. However, it is currently in the marketed (but unapproved) product Hematogen in combination with cyanocobalamin (synthetic Vitamin B12), ferrous  fumarate, and ascorbic acid for the treatment of anemias responsive to oral iron therapy. "
DB09350,"The acute oral LD50 for rats is 4,570 to 12,800 mg/kg and 2,700 to 5,300 mg/kg for rabbits. It is low to very low in toxicity when ingested by mammals.","For the treatment of head, pubic (crab), and body lice."
DB09351,,Used in the treatment of open-angle glaucoma and ocular hypertension [FDA Label].
DB09352,No data available.  ,Mydriatic agent (eye pupil dilatation) for diagnosis of ophthalmic nerve lesions.
DB09353,"rat oral LD50 of greater than 5,000 mg/kg (3, 10); and greater than 8,437 mg/kg.","Topically it is indicated for dandruff, acne, Hayfever, common cold, scaly and red skin patches (seborrheic dermatitis).
Poison ivy, and sumac infections. "
DB09355,,
DB09356,,
DB09357,"Mouse LD50 : 9gm/kg (Intraperitoneal)
Mouse: LD50 7gm/kg (Intravenous)
Mouse: LD50 15gm/kg (Oral)
Rabbit LD50 4gm/kg (Oral)","Injection: Prophylactic use immediately after major abdominal surgery to minimize the possibility of paralytic ileus. Intestinal atony causing abdominal distention; postoperative or postpartum retention of flatus, or postoperative delay in resumption of intestinal motility; paralytic ileus.

Topical: This medication is used as a moisturizer to treat or prevent dry, rough, scaly, itchy skin and minor skin irritations (e.g., diaper rash, skin burns from radiation therapy). "
DB09361,,
DB09363,"Ld50: 390 mg/kg oral mouse [L1629].

Reserpine may increase gastric acid secretion and should be used with caution in patients with a history of gastroesophageal reflux disease (GERD) and peptic ulcer. It should also not be administered to patients diagnosed with depression [L1625, L1626]. 


Adverse reactions of this drug include: vomiting, diarrhea, arrhythmias , syncope, bradycardia, dyspnea, epistaxis, rare parkinsonian syndrome and other extrapyramidal tract (EPS) symptoms, dizziness, headache, paradoxical anxiety, depression, nervousness, nightmares, dull sensorium, drowsiness, muscular aches, pseudo lactation, weight gain, deafness, optic atrophy, hypersensitive reactions (pruritus) [L1625].

The mechanism of reserpine's toxic effects is found to be in parallel with the mechanism of its pharmacologic effects.  Reserpine inhibits sympathetic activity in the central nervous system and peripheral nervous system by binding to catecholamine storage vesicles. This prevents the normal storage of catecholamines and serotonin in the nerve, resulting in catecholamine depletion.  This drug has also been described as inhibiting catecholamine synthesis by blocking the uptake of dopamine into the storage vesicles [L1628].","Rauwolfia alkaloids are indicated in the treatment of hypertension [L1614]. Rauwolfia alkaloids have been used for relief of symptoms in agitated psychotic states such as schizophrenia; however, use as antipsychotics and sedatives have been replaced with the use of more effective, safer agents [L1614].
"
