food_interaction_id,food_interaction
F1366,"Avoid alcohol. It is recommended that patients abstain from consuming alcohol for at least one year after administration of this medicinal product and, thereafter limit alcohol use."
F1367,Avoid excessive or chronic alcohol consumption. Alcohol may cause gastric irritation.
F1368,Take with food. Food reduces gastrointestinal irritation.
F1369,Take with or without food. High-fat and high-calorie meals do not have a clinically significant effect on adagrasib pharmacokinetics.
F1370,"Avoid antacids. If coadministration cannot be avoided, take sotorasib 4 hours before or 10 hours after antacids."
F1371,"Take with or without food. Taking sotorasib with a high fat, high calorie meal increases total exposure to sotorasib by 25%."
F1372,Take with or without food. Co-administration with food does not significantly affect the pharmacokinetics of brensocatib.
F1373,Take with or without food. A high fat meal reduces the maximum concentration of the active metabolite by 35% and does not significantly affect the area under the curve.
F1374,"Take with or without food. Oral lenacapavir should be taken orally with or without food, as food has negligible effects on drug absorption."
F1375,Take with or without food. Patients on proton pump inhibitors should take selpercatinib with food.
F1376,Take on an empty stomach. Avoid consuming food for both two hours before and after each dose.
F1377,Take on an empty stomach. Food affects the absorption of pralsetinib. Patients should take pralsetinib either at least one hour before or at least two hours after a meal.
F1378,Take with fluids. Patients should remain well hydrated before and after imaging with copper Cu 64 dotatate to limit radiation exposure.
F1379,"Take with food. This is instructed by the prescribing information of berotralstat. A high-fat meal had no significant effects on the Cmax and AUC of berotralstat, but the Tmax was delayed by 3 hours."
F1380,Take with or without food. Co-administration with food does not affect the pharmacokinetics of atogepant to a clinically significant extent.
F1381,"Avoid grapefruit products. Grapefruit products may increase exposure to finerenone, increasing the risk and severity of adverse effects."
F1382,Take with or without food. Food does not have a clinically significant effect on area under the curve.
F1383,"Administer vitamin supplements. Inform patients that eplontersen treatment leads to a decrease in vitamin A levels, and supplementation of vitamin A at the recommended daily allowance is recommended."
F1384,Take with or without food. Food does not have a clinically significant effect on lazertinib pharmacokinetics.
F1385,Take with or without food. Food has negligible effects on systemic exposure of leniolisib.
F1386,"Take with or without food. Administration with a high-fat meal decreases the rate and extent of absorption, but not to a clinically significant degree."
F1387,"Take with or without food. Food has a negligible effect on the exposure of mitapivat, but may reduce the rate of drug absorption, Cmax, and Tmax."
F1388,Take with a high fat meal. The effect of food is not clinically significant.
F1389,Take on an empty stomach. The administration of olutasidenib with a high-fat meal increases drug exposure. Take on an empty stomach at least 1 hour before or 2 hours after a meal.
F1390,"Take on an empty stomach. Food can reduce drug exposure. Take at least 6 hours after a meal (e.g., after overnight fasting) and at least 1 hour before the next meal."
F1391,Take with food. Administration of sepiapterin with food results in increased exposure to sepiapterin and BH4.
F1392,Take with food. The absorption of sulopenem is improved when administered with a meal.
F1393,Avoid St. John's Wort. St. John's Wort is a potent CYP3A inducer and may decrease the efficacy of mobocertinib.
F1394,Take with or without food. Co-administration with food does not significantly affect the disposition of mobocertinib.
F1395,"Take with or without food. Food does not exert a clinically meaningful effect on dexmethylphenidate exposure, though it does lengthen the time to reach maximum plasma concentration from two hours to approximately 4-4.5 hours."
F1396,Take with or without food. Food has no clinically significant effect on drug absorption and exposure.
F1397,Avoid St. John's Wort. Co-administration may reduce serum concentrations of niramtrelvir and interfere with virologic efficacy.
F1398,Take with or without food. Co-administration of nirmatrelvir with food does not significantly alter its pharmacokinetics.
F1399,Take with or without food. Insulin icodec is a long-acting insulin and therefore does not need to be administered with respect to food.
F1400,Take at the same time every day. Belumosudil should be taken with a meal at approximately the same time each day.
F1401,Take with food. The co-administration of food increases the absorption of belumosudil.
F1402,Avoid excessive or chronic alcohol consumption. Alcohol may reduce drug efficacy and increase the risk of serious hepatic reactions following drug administration.
F1403,Take with or without food. Take repotrectinib at about the same time each day with or without food.
F1404,Take with or without food. Food has negligible effects on drug exposure.
F1405,Take with or without food. The co-administration of linzagolix with food does not effect its pharmacokinetics to a clinically significant extent.
F1406,"Take with or without food. A high-fat and high-calorie increases vorasidenib and Cmax, but not to a clinically significant extent."
F1407,Take on an empty stomach. A high-fat meal was shown to increase AUC and Cmax. Take drug at least 1 hour before or 2 hours after a meal.
F1408,Take at the same time every day. Pirtobrutinib should be taken at approximately the same time each day with or without food.
F1409,"Take with or without food. High-fat, high-calorie meals do not have a clinically significant effect in the pharmacokinetics of pirtobrutinib."
F1410,Take with or without food. Administration with food does not significantly affect the pharmacokinetics of vimseltinib.
F1411,"Avoid grapefruit products. Grapefruit products may inhibit CYP3A4, which is an enzyme responsible for metabolizing rilzabrutinib."
F1412,Take separate from antacids. Rilzabrutinib exhibits pH-dependent solubility. Acid reducing agents decrease rilzabrutinib exposure. Administer the drug at least 2 hours before administration of an antacid.
F1413,"Take with or without food. Rilzabrutinib AUC and Cmax can be decreased by a high fat meal, but food does not significantly affect drug exposure."
F1414,"Take on an empty stomach. For the oral administration of fecal microbiota spore capsules, each dose should be taken on an empty stomach prior to the first meal of the day."
F1415,Take with or without food. The co-administration of acoramidis with food does not significantly affect its pharmacokinetic disposition.
F1416,Avoid grapefruit products. Grapefruit inhibits CYP3A which may increase serum concentrations of vanzacaftor.
F1417,"Take on an empty stomach. Prescribing information for revumenib recommends administration on an empty stomach or with a small, low-fat meal."
F1418,Take with food. Overall exposure to crinecerfont is increased when it is adminstered with a meal.
F1419,Avoid grapefruit products. Grapefruit is an inhibitor of CYP3A and may therefore increase taletrectinib exposure.
F1420,Take on an empty stomach. Patients should avoid food intake for 2 hours before and 2 hours after administration.
F1421,Take with or without food. Co-administration with food does not significantly alter the pharmacokinetics of zongertinib.
F1422,Take with or without food. Food had negligible effects on deuruxolitinib phramacokinetics.
F1423,Take with food. Food has negligible effects on drug exposure and may reduce gastrointestinal adverse reactions.
F1424,"Avoid grapefruit products. Grapefruit inhibits CYP3A4, which is responsible for the metabolism of suzetrigine."
F1425,Take on an empty stomach. Take the starting dose on an empty stomach at least one hour before or two hours after food to avoid delay in onset of action.
F1426,"Take on an empty stomach. Take on an empty stomach at least 2 hours before food, or 1 hour after food, as food can increase drug exposure."
F1427,"Avoid alcohol. The co-administration of benzgalantamine with alcohol may result in dose dumping, although this risk has not been fully characterized in humans."
F1428,Take with or without food. Administration with food does not alter pharmacokinetics to a clinically relevant extent.
F1429,"Take with food. Food decreases drug Cmax and AUC, but not to a clinically significant extent."
